"","hz","v"
"1",0.109627305530752,102968.343
"2",0.109627305530752,102968.343
"3",0.109713904536835,105165.232
"4",0.110980339277995,102968.249
"5",0.110980339277995,102968.249
"6",0.110980339277995,102968.249
"7",0.151916694961151,96225.049
"8",0.151919695249091,96225.049
"9",0.151930774262015,96225.049
"10",0.152941329411918,103870.028
"11",0.159108483346115,105441.724
"12",0.159108483346115,105441.724
"13",0.160461873456557,105441.645
"14",0.160461873456557,105441.645
"15",0.160461873456557,105441.645
"16",0.171481583735315,254388.42
"17",0.17601574284804,255281.93
"18",0.176953880510123,95476.728
"19",0.177027495910665,95476.728
"20",0.177067932112155,95476.728
"21",0.177189979552276,97488.378
"22",0.177194689120778,97488.448
"23",0.177196416025289,97488.538
"24",0.177205365069633,97488.448
"25",0.179858379511972,255019.73
"26",0.191477893398512,265697.13
"27",0.191530153549724,265697.13
"28",0.193654709779369,265816.06
"29",0.194706893110783,265820.46
"30",0.194787486851845,265820.27
"31",0.196704027318255,265816.06
"32",0.197648965554727,266022.9
"33",0.197673384267175,266024.16
"34",0.197689015409859,266007.6
"35",0.197745894548047,266007.72
"36",0.197816697113953,266024.16
"37",0.19787032172725,286000.31
"38",0.19787032172725,286000.31
"39",0.19787032172725,286000.31
"40",0.197900278049891,265980.11
"41",0.197986085537908,265980.11
"42",0.197996473682804,266022.9
"43",0.198047646302748,266022.9
"44",0.198069221231436,266024.16
"45",0.198453058409696,266007.72
"46",0.198534813079473,266007.6
"47",0.198805576098798,265697.13
"48",0.198875557597345,265697.13
"49",0.199344356411762,265794.08
"50",0.199782836057206,265815.98
"51",0.199822357923806,265816.06
"52",0.200171346672752,265697.13
"53",0.200194789530213,265697.13
"54",0.200194789530213,265820.46
"55",0.200205410751431,265820.27
"56",0.200229462964557,265992.31
"57",0.200352018496498,265992.34
"58",0.200750405013942,265794.14
"59",0.200813898731559,265794.08
"60",0.200869160859037,266024.16
"61",0.200989673150594,266024.16
"62",0.201248950989843,285941.34
"63",0.201248950989843,285941.34
"64",0.201248950989843,285941.34
"65",0.201278926297696,275881.65
"66",0.201339106396644,265820.27
"67",0.201410883237076,265980.11
"68",0.201410883237076,265980.11
"69",0.201949621647384,265992.31
"70",0.201993677597891,285939.05
"71",0.201993677597891,285939.05
"72",0.201993677597891,285939.05
"73",0.202110232942149,265794.14
"74",0.202139443873962,265794.08
"75",0.202201570701801,266004.9
"76",0.20394157889531,266007.72
"77",0.203949273736636,266024.16
"78",0.203985676125822,266024.16
"79",0.204948901115229,255281.93
"80",0.2062938180963,105788.595
