               201.327    |                
               201.6589   |  257965.11     
               202.0340   |  257965.11     
               202.1445   |  257799.93     
               202.2768   |  278144.33?    
                          |                
               202.3332   |  257799.93     
               202.3740   |  278144.62     
               202.5694   |  257695.74     
               202.696    |                
               202.7103   |  257799.93     
                          |                
               202.7603   |  257695.74     
               204.567    |                
               205.274    |                
               207.22     |  214229.671    
               207.2601   |  214229.671    
                          |                
               207.4104   |  278144.62     
               207.5058   |  278144.33?    
               207.5169   |  214169.920    
               209.2876   |  259288.07     
               209.9880   |  254337.61     
                          |                
               210.0069   |  254480.20     
               210.0069   |  254388.42     
               210.0664   |  254590.00     
               210.1283   |  259287.61     
               210.2325   |  254337.61     
                          |                
               210.4133   |  254388.42     
               212.3202   |  258606.35     
               213.1818   |  258606.35     
               213.1997   |  258411.26     
               214.8222   |  255019.73     
                          |                
               214.8222   |  254881.37     
               218.2580   |  257965.11     
               219.0481   |  257799.93     
               219.5464   |  257695.74     
               221.5701   |  259288.07     
                          |                
               221.8679   |  259287.61     
               224.9719   |  258606.35     
               225.2746   |  258606.35     
               225.9625   |  258411.26     
               226.2685   |  258411.26     
                          |                
               228.3447   |  255302.11     
               228.4836   |  255466.10     
               229.0839   |  232527.09     
               229.3301   |  232480.44     
               230.0331   |  232527.09     
                          |                
               230.2808   |  232480.44     
               230.7721   |  276066.88     
               230.7721   |  276066.81     
               231.3077   |  255813.472    
               231.3077   |  255812.728    
                          |                
               231.6139   |  255756.131    
               231.6765   |  255912.37     
               231.6765   |  255912.32     
               231.9687   |  255689.939    
               232.2142   |  255812.728    
                          |                
               232.4797   |  255163.08     
               232.5918   |  255142.41     
               232.7938   |  255105.01     
               233.9302   |  254896.42     
               236.5138   |  253789.99     
                          |                
               237.5731   |  253792.40     
               239.044    |  332778.94     
               239.433    |                
               239.8902   |  255842.91     
               239.9189   |  255897.59     
                          |                
               240.2356   |  255842.91     
               240.6391   |  248515.30     
               240.7470   |  253046.74     
               241.1622   |  248426.41     
               241.1622   |  255622.80     
                          |                
               241.5121   |  255622.80     
               241.8459   |  253048.82     
               242.284    |                
               242.5564   |  248186.64     
               243.1652   |  255281.93     
                          |                
               243.3534   |  229968.44     
               243.5189   |  255281.93     
               243.6051   |  248010.23     
               243.8066   |  255173.58     
               243.883    |  365726.76     
                          |                
               244.1626   |  255173.58     
               244.4248   |  229968.44     
               244.5538   |  229947.07     
               244.9372   |                
               245.0040   |                
                          |                
               245.499    |  313802.77     
               249.344    |  554464        
               249.377    |  479072.0      
               250.773    |  478848.6      
               250.919    |  479072.0      
                          |                
               251.72     |  478942.9      
               251.7974   |  251224.79     
               252.3212   |  253789.99     
               252.6869   |  253792.40     
               253.0274   |  251222.19     
                          |                
               255.806    |  370902.22     
               257.1454   |  253046.74     
               257.5271   |  253048.82     
               268.753    |  400460.99     
               269.549    |  400351.56     
                          |                
               271.5365   |  232527.09     
               271.8828   |  232480.44     
               273.3289   |  240517.35     
               274.7367   |  240330.01     
               278.101    |  582920.3      
                          |                
               278.3026   |  248515.30     
               278.699    |  582843.1      
               278.985    |  582806.4      
               278.9934   |  248426.41     
               279.6644   |  276263.81     
                          |                
               279.6644   |  276263.81     
               280.3101   |  248426.41     
               280.8729   |  248186.64     
               283.6220   |  248010.23     
               283.626    |  474478.1      
                          |                
               288.4214   |  265957.37     
               288.4778   |  266004.90     
               288.7964   |  285838.51?    
               289.1289   |  266004.90     
               289.1684   |  265999.75     
                          |                
               289.2306   |  265992.37     
               289.2306   |  265992.31     
               289.7510   |  265930.31     
               290.0267   |  265999.75     
               290.4245   |  265718.48     
                          |                
               290.5010   |  265763.36     
               290.6553   |  265925.19     
               290.8643   |  265720.38     
               290.8781   |  265718.48     
               291.1130   |  265637.10     
                          |                
               291.1769   |  265761.29     
               291.5243   |  265720.38     
               291.5578   |  265638.59     
               292.145    |  501564.4      
               294.133    |                
                          |                
               294.165    |                
               295.968    |  324735.65     
               296.4169   |  246320.086    
               296.6098   |  282219.90     
               297.229    |   33792.583    
                          |                
               297.2769   |  266588.33     
               297.9049   |  246320.086    
               298.0449   |  266004.90     
               298.378    |  306586.08     
               299.0673   |  265963.54     
                          |                
               299.5871   |  285978.5?     
               299.5871   |  285978.5?     
               299.5871   |  285978.5?     
               300.1696   |  265767.55     
               300.2977   |  265893.06     
                          |                
               300.5958   |  265720.38     
               300.5958   |  266004.90     
               300.6565   |  266004.90     
               300.7035   |  265999.75     
               300.7035   |  265957.37     
                          |                
               300.7681   |  265992.37     
               300.7681   |  265992.31     
               300.8318   |  265767.55     
               300.9570   |  265963.54     
               301.1534   |  265992.37     
                          |                
               301.1534   |  265992.31     
               301.2825   |  265893.62     
               301.2825   |  265893.06     
               301.3357   |  265638.59     
               301.4158   |  265963.54     
                          |                
               301.4469   |  265766.28     
               301.5974   |  265893.06     
               301.763    |  327352.17     
               302.0173   |  265637.10     
               302.345    |  300442.55     
                          |                
               302.5218   |  266004.90     
               302.5705   |  265999.75     
               302.6383   |  265992.37     
               302.6383   |  265992.31     
               302.7577   |  265766.28     
                          |                
               302.7577   |  265767.55     
               302.7976   |  265763.36     
               302.8736   |  265761.29     
               303.1929   |  265720.38     
               303.1929   |  265718.48     
                          |                
               303.2084   |  265930.31     
               303.2458   |  265763.36     
               303.6402   |  265720.38     
               303.9461   |  265637.10     
               303.9461   |  265638.59     
                          |                
               304.302    |                
               304.3991   |  265638.59     
               304.6693   |  285861.74?    
               304.7115   |  265767.55     
               304.713    |  300442.55     
                          |                
               305.9293   |  265637.10     
               305.930    |  300311.96     
               306.342    |  390248.0      
               307.161    |  390161.2      
               308.1391   |  245037.29     
                          |                
               309.0376   |  265893.62     
               309.1536   |  265767.55     
               309.7477   |  245037.29     
               310.2588   |  265766.28     
               310.4049   |  265637.10     
                          |                
               310.7846   |  285959.69?    
               311.3611   |  238893.96     
               312.171    |  329583.89     
               312.2521   |  238893.96     
               312.3921   |  238732.65     
                          |                
               312.9334   |  238732.65     
               313.286    |  329469.80     
               313.4218   |  238627.46     
               313.4720   |  238893.96     
               313.8335   |  238732.65     
                          |                
               313.9680   |  238627.46     
               314.466    |  612615.6      
               314.7827   |  262368.05     
               315.5906   |  262286.82     
