   200.0514   |    160284.24  
   200.1570   |    160258.03  
   200.1985   |    160442.67  
   200.2278   |    160104.11  
   200.3540   |    129858.18  
              |               
   200.4956   |    160128.90  
   200.6367   |    129787.83  
   200.6754   |    160128.90  
   200.7758   |    160104.11  
   200.8375   |    160284.24  
              |               
   201.2401   |    160442.67  
   201.4658   |    160128.90  
   202.7328   |    445350.5   
   202.8648   |    445303.7   
   203.1710   |    128599.16  
              |               
   204.6942   |    128233.20  
   205.445    |    600418.8   
   205.445    |    600418.8   
   205.445    |    600418.8   
   205.7764   |    127976.34  
              |               
   205.9854   |    170650.55  
   206.828    |    600448.9   
   206.828    |    600448.9   
   206.828    |    600448.9   
   207.2030   |    170650.55  
              |               
   207.3184   |    127976.34  
   207.9      |    600189.4   
   207.9      |    600189.4   
   207.9      |    600189.4   
   207.9575   |    397605.2   
              |               
   208.2668   |    472526.1   
   208.4833   |    170068.73  
   208.9115   |    170650.55  
   209.2701   |    158038.60  
   209.7318   |    170068.73  
              |               
   209.7826   |    169771.43  
   209.9363   |    318639.2   
   210.0682   |    318609.3   
   210.9967   |    156939.50  
   211.1616   |    157173.69  
              |               
   211.3204   |    468048.2   
   211.3933   |    157558.77  
   211.4900   |    345278.9   
   211.6910   |    161454.96  
   211.8614   |    161386.45  
              |               
   211.9072   |    161454.96  
   211.9987   |    161386.45  
   212.2146   |    161386.45  
   212.2546   |    161329.65  
   212.3342   |    161360.19  
              |               
   212.4345   |    161221.05  
   212.4618   |    161253.47  
   212.5972   |    161253.47  
   212.6039   |    161221.05  
   212.7440   |    161221.05  
              |               
   212.8146   |    161253.47  
   212.9359   |    340684.4   
   212.9508   |    340407.1   
   212.9545   |    168473.48  
   213.1374   |    396025.5   
              |               
   213.2499   |    396039.5   
   213.3140   |    396025.5   
   213.3318   |    157173.69  
   213.6443   |    157558.77  
   213.7799   |    156939.50  
              |               
   214.2014   |    340407.1   
   214.2266   |    157173.69  
   214.2822   |    156829.75  
   214.2915   |    161454.96  
   214.3336   |    160920.95  
              |               
   214.4054   |    156939.50  
   214.6052   |    396060.6   
   214.6072   |    161386.45  
   214.7032   |    396039.5   
   214.7682   |    396025.5   
              |               
   214.8707   |    161329.65  
   214.9759   |    160733.68  
   215.0275   |    396025.5   
   215.2228   |    161253.47  
   215.9158   |    160462.24  
              |               
   216.0697   |    160467.51  
   216.2111   |    160467.51  
   216.2352   |    160462.24  
   216.4353   |    468132.1   
   216.5275   |    161454.96  
              |               
   216.5540   |    160442.67  
   216.88851  |     55330.811 
   216.9718   |    161360.19  
   217.0506   |    160258.03  
   217.1155   |    161329.65  
              |               
